3f2e7664-92af-46b4-b5b0-8a1f5d2cbea8,2023-11-28 21:36:10.589989,2023-11-28 21:36:10.58999,,699976,"",0,"",0,"","","","","","",Заочное отделение,Выпускник (магистр),426,"ВГАФК
",2266665,Факультет научно-педагогического образования,2021
d702947e-28c9-463b-b4f9-7f0d41c164be,2023-11-28 21:36:10.590347,2023-11-28 21:36:10.590349,,699976,"",18,Узбекистан,1175,Ургенч,"","","","","",Очное отделение,Выпускница (бакалавр),102123,УрГУ (бывш. ХГПИ),520743,Педагогический факультет,0
8fbdb4af-f11f-4410-8942-8995868e4bc6,2023-11-28 21:36:26.759532,2023-11-28 21:36:26.759534,,699975,"",1,Россия,98,Новороссийск,"Снимаю, монтирую видео, пишу стендап, стихи по настроению... Люблю горы и море...","Менеджер по продажам, блогер, благотворительность.",Исторические...,Танки,"Благотворительность, помощь людям!!!",Очно-заочное отделение,Выпускник (специалист),1358,УИУ РАНХиГС при Президенте РФ (бывш. УрАГС),2149679,Факультет государственного и муниципального управления,2015
a00eb5c1-b70e-4261-aaba-425494571b28,2023-11-28 21:36:10.591291,2023-11-28 21:36:10.591292,,699976,"",1,Россия,1,Москва,"","","","","",Очно-заочное отделение,Выпускница (бакалавр),278,МИП,1203,Экономический факультет,2014
75590646-e2e5-4958-ae7c-dfd7ff84576a,2023-11-28 21:36:26.760049,2023-11-28 21:36:26.76005,,699975,"",80,Индия,1969,Kolkata,"","","","","",Очно-заочное отделение,Выпускница (бакалавр),11006,Jadavpur University (JU),1882531,Faculty of Engineering and Technology,2024
60abc7e0-acc6-41d3-83b3-8597cf75e29a,2023-11-28 21:36:26.767915,2023-11-28 21:36:26.767916,,699975,"",2,Украина,0,"","","","","","",Очное отделение,Выпускница (специалист),892361,ИПРИ НАНУ,0,"",2026
33cd4695-6508-4b50-9458-e4042795f314,2023-11-28 21:36:26.761942,2023-11-28 21:36:26.761946,,699975,"",3,Беларусь,282,Минск,"","","","","",Очное отделение,Выпускник (магистр),1992,МГЭИ им. А. Д. Сахарова БГУ,19792,Экологической медицины,2010
6b88698b-450e-460c-90e9-3d21612362e5,2023-11-28 21:37:16.894909,2023-11-28 21:37:16.894911,,699972,"",1,Россия,99,Новосибирск,"","","","","",Очное отделение,Выпускница (специалист),669,НГПУ,2266289,Факультет педагогики и психологии детства,1999
cd1768ea-0e90-4346-b048-3f83fdc637e1,2023-11-28 21:36:44.106057,2023-11-28 21:36:44.106058,,699974,"",1,Россия,73,Красноярск,"","","","","",Заочное отделение,Выпускник (магистр),584,КрасГАУ,1831759,Центр дополнительного профессионального образования,2023
b97338b0-e1d7-4236-8661-9e2c77f90a97,2023-11-28 21:36:44.108339,2023-11-28 21:36:44.10834,,699974,"",0,"",0,"","","","","","",Очно-заочное отделение,Выпускница (специалист),592,СибГАУ им. М. Ф. Решетнева,1768,Гуманитарный факультет,0
d42ba30b-39f1-4425-b563-579d8bae59db,2023-11-28 21:37:00.538634,2023-11-28 21:37:00.538635,,699973,"",0,"",0,"","","","","","",Заочное отделение,Выпускница (специалист),722,ПГУ,2103,Факультет экономики и управления,2006
4d6c4c6c-e14a-40fb-90fe-3ae5de422a6e,2023-11-28 21:37:00.539634,2023-11-28 21:37:00.539636,,699973,"",1,Россия,55,Иваново,"","","","","",Очное отделение,Выпускник (специалист),304,НИУ МЭИ,1327,Институт радиотехники и электроники им. В. А. Котельникова,1990
84a72c8f-5654-4111-884e-048670d09dcf,2023-11-28 21:37:00.539781,2023-11-28 21:37:00.539782,,699973,"",19,Австралия,980,Melbourne,"","","","","",Очное отделение,Выпускница (специалист),505258,Australian Catholic University (ACU National),891740,Health,2024
bb20b7fe-db3d-467e-a532-b1f9c1fc4013,2023-11-28 21:37:49.360014,2023-11-28 21:37:49.360015,,699970,"",1,Россия,107,Орехово-Зуево,"","","","","","",Выпускник (специалист),94,АТиСО,386,Юридический факультет,0
6d811a0f-4904-48de-917d-b8e5942afd7b,2023-11-28 21:37:16.90174,2023-11-28 21:37:16.901742,,699972,"",1,Россия,1,Москва,"","","","","",Очно-заочное отделение,Выпускница (магистр),92,РАНХиГС при Президенте РФ (бывш. АНХ при Правительстве РФ),0,"",2017
